"User","Tweet","Link to tweet"
"@Andreas Tanghøj","@KashJackson2018 @lvl28mage @IlhanMN @realDonaldTrump Trump is Leader for money, not the people. He is without a doubt the most dangerous man for ongoing human life, on Earth. All they said would happen, is happening. We REALLY don’t have time for 4 more years with him, just as the changing climate is doing everything to tell us.","https://twitter.com/Fandreastico/status/1228988148165771265"
"@шiпd"," @rahmstorf: What a ridiculous response! The Australian government and parliament signed and ratified the Paris Climate Accord. But now w…","https://twitter.com/ARSLAN66140104/status/1228988141299785728"
"@Ms Duckworth"," @EcoSenseNow: I fear for my country. Our Prime Minister Trudeau just had a cordial meeting with the Iranian Minister of Foreign Affairs,…","https://twitter.com/ms_duckworth/status/1228988137701023744"
"@Lindy Cleeland"," @naomirwolf: Most important article you'll ever read: https://t.co/yRCNyI1zhw","https://twitter.com/Lindycleeland/status/1228988127269646338"
"@Roger Sampson"," @BrianKarem: POTUS said he’d believe in climate change when he saw snow on the border. @realDonaldTrump here you go. Ball’s  in your cou…","https://twitter.com/TheWondersNatur/status/1228988114279919618"
"@Cynthia Leonard"," @BrianKarem: POTUS said he’d believe in climate change when he saw snow on the border. @realDonaldTrump here you go. Ball’s  in your cou…","https://twitter.com/cruisermattcom/status/1228988107887906816"
"@Hilary Julian"," @orridge_anna: Okay, I've d this about three times already, but I'm just gonna go right ahead and  it whenever I see it, because I t…","https://twitter.com/HilaryJulian/status/1228988104100454405"
"@XRBot"," @EthicalRenewal: Climate activism: https://t.co/VH4n6gmVr4  Treasuring life: https://t.co/EISs57s7q1  And why we should be scared: https…","https://twitter.com/xr_bot/status/1228988102636720128"
"@H.C"," @BethanyinCBR: Scotland looks like it will reach 100% renewables by the end of the year. It closed its last clad-fired plant in 2016. Au…","https://twitter.com/nomorelies17/status/1228988099625013250"
"@FORAM Initiatives"," @the_ecofeminist: When climate become changed, the environment becomes hiding out for insurrectionist and armed bandit. Hence, a negativ…","https://twitter.com/FORAMinitiative/status/1228988094306816009"
"@Hiruy Gossaye Teka","@dwallacewells’ book The Uninhabitable Earth has literally changed my life. Thank you for clearly and engagingly writing about the climate crisis we are living through - and unfortunately making worse","https://twitter.com/HGossaye/status/1228988091035213824"
"@Totallaser@yahoo.Com"," @SchneiderElec: Joining #EV100 makes us “triple joiner” of The @ClimateGroup to achieve our Net-Zero CO2 ambition by 2030. We aim to eli…","https://twitter.com/Totallaseryaho1/status/1228988089168617474"
"@auspol is the Bad Place"," @DesignedToFade: Channel 7’s Sunrise hosts: more than happy to receive the well wishes of visiting overseas performers, not quite as wil…","https://twitter.com/Ezzalenko/status/1228988087474118657"
"@Vivian Clemesha","@RandEnoch @JsharkJill @Stephengn @fishyfish67 @AanthanurDC @6JY6ZQVYS4p7YrL @GillesnFio @lyndoes @3GHtweets @craigthomler @TheDalaiLamaCon @SaveUSA1776 @swcrisis @1_TMF_ @conely6511 @jenninemorgan @CinciDeplorable @Wokeman8 @DiscePuer @Carbongate @NoelTurner194 @1moocat @jazzman10 @FriendsOScience @dense_evi @MakerPieter @ReckedRik @JLawless20 @ClimateHawk2 @FrankChanged @LukeMonroe1 @ILuvCO2 @TTyrannosaur @BevingedeOrd @darren_nell @tcw_team @FredFoxyGuy @_PhilipElder_ @eversollae @DanCady @EthonRaptor @GaryMcf43269584 @Toomuchlovetob1 @la6uoa @GHingelie @codyg_02 @Billybobtn @CitronCockatoo @pumpkneatr @MichaelEMann The Mathematics of Climate Change  https://t.co/ibEGrf1DAK","https://twitter.com/CaptainClemesha/status/1228988087231033345"
"@I'm Here!"," @350Europe: You have the chance to be a climate hero, or help further devastating climate breakdown, @Siemens   History will not judge y…","https://twitter.com/AmazedJo/status/1228988086958411776"
"@Sybelia D. Fox"," @HuffPost: Costa Constantinides, a progressive candidate for Queens borough president, is prioritizing climate issues. https://t.co/4zz8…","https://twitter.com/Sybelia/status/1228988085830115328"
"@Merlene","Vonnegut addresses our impending planetary destruction from climate change. He summarizes the human situation coming from the dangers inherent in herding under the advice of politicians and religious leaders whose guesses and teachings are too often not based on fact or foresight https://t.co/BEPH3J08qt","https://twitter.com/MerlenesMemos/status/1228988084991254528"
"@Camilla van Gerbig 🔸🔶 FBPE 🕷"," @emmyzen: Anger and fear across UK as second storm breaks.  More wide spread flooding and high winds make us aware of the changes in our…","https://twitter.com/curiocat13/status/1228988076120330252"
"@Professor Jason Byrne","A best case scenario for the climate in 2050 https://t.co/O4kLTilZ5L","https://twitter.com/CityByrne/status/1228988074710822912"
"@🔥🔥pyro-pup"," @lukebuckmaster: This interview's cut-through line: ""This is the decade and we are the generation."" Another way of saying: we are the ch…","https://twitter.com/LizDolphinfluff/status/1228988072408145920"
"@Jamessmith12"," @johnharris1969: At a time of climate emergency, widespread poverty, a housing crisis, ruined local & city government, an ever-ageing so…","https://twitter.com/Jamessmith1217/status/1228988062459400192"
"@Lorraine Dundas"," @mana_kailani: Isn’t it funny how quickly Morrison  jumps to act to protect Australians’ health in the face of the corona virus compared…","https://twitter.com/ldundas96/status/1228988058751709184"
"@Andrea"," @umeryounis_: Madam @zartajgulwazir, the Minister of State for Climate Change, welcomed the participants of Special Talk by UN Secretary…","https://twitter.com/Eco1stArt/status/1228988051403268098"
"@Mohd Mustakkimz"," @daniellhaikal: But too much change is not good, ask the climate.","https://twitter.com/kiyaayika/status/1228988051222777856"
"@Tonester"," @stmc112: Bloomberg is China First! Climate Change Crisis, Bad on Immigration, Bad on Gun Control!  Bloomberg makes money from/with Chin…","https://twitter.com/sal297200/status/1228988049826222081"
"@Cathy Scott"," @ThatTimWalker: A lot of this comes from Charles Moore - soon to made a peer and arguably more of a guru to Johnson than Cummings. Big o…","https://twitter.com/CathyScotty/status/1228988049230647297"
"@Karen Salitis"," @DanRather: All Democratic candidates believe the climate is in crisis. All believe in science and the need for dramatic action. Preside…","https://twitter.com/KarenSalitis/status/1228988047003353088"
"@Christine Roscoe"," @a_kaahu: @PaulEDawson And yet people carry on as if climate change was not an emergency","https://twitter.com/ChrisRoscoe15/status/1228988040825180161"
"@Dr. Jennifer A Hawkins","PA 1 - Building Trust in a Culture of Skepticism - Intro & The Instructional Program https://t.co/VKRtMOD7jE via @HannayJeremy","https://twitter.com/jenhawk6248/status/1228988039243948034"
"@Michele Scheffler"," @MikeHudema: Wow. #Denmark is using the power of the ocean as a renewable source of electricity. Wave power.   We have solutions to the…","https://twitter.com/MicheleScheffl1/status/1228988038803361794"
"@Smart Casual Boxing"," @michaelgearty: The amount of people accusing the media of targeting Caroline Flack, whilst doing the exact same online.  Similar to peo…","https://twitter.com/smartcasualbox/status/1228988036542758913"
"@RB"," @DanRather: All Democratic candidates believe the climate is in crisis. All believe in science and the need for dramatic action. Preside…","https://twitter.com/rhonda1960/status/1228988034634440705"
"@Ray"," @All4ACT2: @WhiteHouse The Trump Administration rolls back policies that aimed to curb climate change and limit environmental pollution,…","https://twitter.com/restorit2/status/1228988027269152768"
"@Mel"," @GlenSannox1940: Not climate change then 🙄   https://t.co/WqEmRkl9EL","https://twitter.com/3112Mel/status/1228988026979672065"
"@Andrew Cox","The #metoffice issued a Red #Warning for HEAVY #RAIN – the highest level of warning - for parts of South #Wales on Sunday morning.  https://t.co/skh2Ks2cmI  #dennisstorm","https://twitter.com/andrewwcox/status/1228988018243051520"
"@sue"," @newjonnyberlin: COP26 #UN climate summit  Go on ⁦@BorisJohnson⁩ move it.   Call ⁦@NicolaSturgeon⁩ bluff  #dreadfulwoman #Scotland is po…","https://twitter.com/sueflavell01/status/1228988017999798277"
"@Annette Stott"," @ArtCrunchy: Important priorities have to be decided. Can the Palestinian Cause be helped by Labour out of power? Should ongoing debates…","https://twitter.com/memphis3577/status/1228988015927791617"
"@💧Carmel McLoughlin"," @ecowrite: Climate summit’s grim warning. ‘National security analysts warn that 3C may result in “outright social chaos”, and 4C is cons…","https://twitter.com/Carmelvin/status/1228988015877353473"
"@Liz Hanson #FBPE"," @PaulEDawson: “Again and again, the same message,”  “Listen to the scientists, listen to the scientists. Listen to the scientists!”  Wel…","https://twitter.com/lizmallard/status/1228988005349756928"
"@earthRISE"," @mutalabala: A new low for Canada's climate hypocrisy | Opinion https://t.co/DZMI3oAzE2 #cdnpoli","https://twitter.com/PureShakti/status/1228988005173604352"
"@Gro Sandkjær Hanssen"," @anne_jortveit: Lesverdig intervju med @CFigueres i @guardian -Christiana Figueres on the climate emergency: ‘This is the decade and we…","https://twitter.com/grohanssen/status/1228987997183467521"
"@Andrea"," @GabrielleWalk3r: Really excellent thread here showing how incumbents can genuinely be part of #climateaction “The climate crisis is an…","https://twitter.com/Eco1stArt/status/1228987995065327617"
"@DeplorableCanadian  ⭐️⭐️⭐️"," @cravecreative: Does it surprise anyone that a portion of the protesters are climate activists & anti-capitalist advocates? Not to menti…","https://twitter.com/DeplorableCanad/status/1228987992120926209"
"@Civil Discourse🌎🤔"," @DanRather: All Democratic candidates believe the climate is in crisis. All believe in science and the need for dramatic action. Preside…","https://twitter.com/TLangley99/status/1228987987658235906"
"@PieterKnifeMaker"," @PaprikaLady: @PeaceOnEarth222 @SylviaD32911201 @RoyPentland @JWSpry How sick is this? We are paying for ""ghost electricity"" we don't us…","https://twitter.com/MakerPieter/status/1228987984579563522"
"@Klimatbevakaren"," @klimatbevakaren: Ny studie: Om bara 50 år kan 1/3 av alla växt- och djurarter på planeten vara utrotade till följd av klimatförändringa…","https://twitter.com/klimatbevakaren/status/1228987983832940544"
"@Fight the Climate Crisis #Bernie2020","@socialiststeve6 @jo_avg It also proves that corporate Dems don't give a fig about Climate Change.","https://twitter.com/rbdjelkins/status/1228987981752438784"
"@Andrea"," @BizDeclares: Why business needs to declare we are in a climate and ecological emergency - not business as usual and then take #ClimateA…","https://twitter.com/Eco1stArt/status/1228987977466032130"
"@12Fiona"," @60Mins: Do you believe climate change action is essential in the ongoing fight to fire-proof Australia? #60Mins","https://twitter.com/12fv123/status/1228987975876431875"
"@Lindsey Smith"," @yaakovsloman: This is nonsense. The UK government does not have an interest in working with Scotland, and it doesn't have an interest i…","https://twitter.com/firstfinequine/status/1228987974139949064"
"@Martin Moore","@itvnews @MarkMcFadden it'll be interesting to see how it progresses. Everyone seems to link the BBC to the news. It also brought us much like the ""Blue Planet 2"". The programme that changed opinions throughout the world on plastic and climate change. Will those programs survive?","https://twitter.com/Liver4breakfast/status/1228987962353950721"
"@Martin Johnson"," @novaramedia: Storm Dennis and Storm Ciara have devastated entire regions, caused mass travel disruption, and confirmed that the UK gove…","https://twitter.com/johnson_mjj/status/1228987960139419650"
